record_id,test_date,plant_name,vehicle_model,supplier_id,supplier_name,supplier_batch_id,part_name,part_category,market_price_inr,open_market_price_range_inr,qty_inspected,qty_defective,ppm,otd_pct,audit_score_pct,cpk,belt_tension_dev_ratio,slip_ratio,crack_density_per_100mm,pressure_retention_ratio,hose_leak_rate_ml_min,engine_temp_dev_ratio,filter_pressure_drop_pa_ratio,filtration_efficiency,fuel_penalty_ratio,brake_leak_rate_cc_min,pushrod_stroke_excess_ratio,brake_response_lag_s_ratio,relay_brake_lag_s_ratio,relay_pressure_delivery_ratio,relay_leak_rate_cc_min,pulse_integrity_ratio,speed_deviation_ratio,dropout_count_ratio,bearing_temp_rise_c_ratio,bearing_vibration_rms_ratio,bearing_play_mm_ratio,ujoint_vibration_rms_ratio,ujoint_backlash_mm_ratio,ujoint_temp_rise_c_ratio,downstream_water_ppm_ratio,separator_dp_kpa_ratio,service_compliance_ratio,data_source_type,impact_raw,criticality_weight_0_1,min_required_sqm_0_1,importance_band,part_quality_score_recomputed_0_1,supplier_quality_score_recomputed_0_1,sqm_gap_to_target_0_1,part_gap_to_target_0_1,weighted_loss_priority_0_1,sqm_status,action_priority,risk_label_current_scenario,dataset_note_current_scenario
170,28-04-2026,Jamshedpur Plant,Cargo 1916,SUP-DELTA,Delta Fleet Components,SUP-DELTA-TRU-7659,Truck Air Filter,Electrical/Airflow,696.09,149-1000,287,1,2863,92.77,94.79,1.372,,,,,,,0.1998,0.99422,0.0651,,,,,,,,,,,,,,,,,,,Bench Test,7.5,0.8,0.8,Moderate,0.85,0.88,0.08,0.05,0.08,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
171,09-11-2025,Chennai Plant,Tipper 3523,SUP-DELTA,Delta Fleet Components,SUP-DELTA-TRU-2787,Truck Air Filter,Electrical/Airflow,836.09,149-1000,156,0,2402,100,88.13,1.401,,,,,,,0.1789,0.99083,0.0758,,,,,,,,,,,,,,,,,,,Incoming QC,7.5,0.8,0.8,Moderate,0.83,0.89,0.09,0.03,0.1,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
172,11-02-2026,Pune Plant,Tipper 3523,SUP-BETA,Beta Truck Systems,SUP-BETA-TRU-6661,Truck Air Filter,Electrical/Airflow,258.65,149-1000,130,0,2733,88.13,84.92,1.401,,,,,,,0.1484,0.98394,0.0829,,,,,,,,,,,,,,,,,,,Warranty Record,7.5,0.8,0.8,Moderate,0.8,0.85,0.05,0,0.02,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
173,27-09-2025,Jamshedpur Plant,School Bus 1017,SUP-ZETA,Zeta Brake and Flow,SUP-ZETA-TRU-2531,Truck Air Filter,Electrical/Airflow,683.63,149-1000,193,0,2215,97.33,96.71,1.548,,,,,,,0.1708,1,0.1048,,,,,,,,,,,,,,,,,,,Dealer Service,7.5,0.8,0.8,Moderate,0.9,0.92,0.12,0.1,0.08,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
174,13-06-2025,Jamshedpur Plant,School Bus 1017,SUP-EPS,Epsilon Drives & Seals,SUP-EPS-TRU-1040,Truck Air Filter,Electrical/Airflow,404.23,149-1000,200,1,3478,82.62,85.5,1.153,,,,,,,0.122,0.98877,0.2631,,,,,,,,,,,,,,,,,,,Dealer Service,7.5,0.8,0.8,Moderate,0.82,0.81,0.01,0.02,0.04,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
175,20-04-2025,Jamshedpur Plant,Tipper 3523,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-TRU-8851,Truck Air Filter,Electrical/Airflow,203.16,149-1000,125,0,3444,94.55,91.1,1.451,,,,,,,0.0849,0.99711,0.0435,,,,,,,,,,,,,,,,,,,Dealer Service,7.5,0.8,0.8,Moderate,0.93,0.89,0.09,0.13,0.02,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
176,10-04-2026,Pune Plant,Rigid Truck 2818,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-TRU-7748,Truck Air Filter,Electrical/Airflow,266.03,149-1000,255,1,3332,92.07,92.91,1.42,,,,,,,0.1002,0.99458,0.1838,,,,,,,,,,,,,,,,,,,Dealer Service,7.5,0.8,0.8,Moderate,0.88,0.87,0.07,0.08,0.02,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
177,28-06-2025,Bangalore Plant,Rigid Truck 2818,SUP-ZETA,Zeta Brake and Flow,SUP-ZETA-TRU-1193,Truck Air Filter,Electrical/Airflow,975.12,149-1000,171,0,475,94.27,99.66,1.634,,,,,,,0.0361,0.99262,0.0337,,,,,,,,,,,,,,,,,,,Bench Test,7.5,0.8,0.8,Moderate,0.92,0.96,0.16,0.12,0.12,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
178,29-07-2025,Pune Plant,Bus Chassis 1624,SUP-ZETA,Zeta Brake and Flow,SUP-ZETA-TRU-3800,Truck Air Filter,Electrical/Airflow,975.77,149-1000,100,0,1173,93.96,95.01,1.453,,,,,,,0.0938,0.98988,0.0599,,,,,,,,,,,,,,,,,,,Bench Test,7.5,0.8,0.8,Moderate,0.87,0.92,0.12,0.07,0.12,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
179,26-06-2025,Bangalore Plant,School Bus 1017,SUP-ZETA,Zeta Brake and Flow,SUP-ZETA-TRU-4828,Truck Air Filter,Electrical/Airflow,542.89,149-1000,180,0,907,97.33,87.17,1.271,,,,,,,0.2542,0.98771,0.1811,,,,,,,,,,,,,,,,,,,Warranty Record,7.5,0.8,0.8,Moderate,0.76,0.89,0.09,-0.04,0.06,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
180,22-09-2025,Chennai Plant,Bus Chassis 1624,SUP-EPS,Epsilon Drives & Seals,SUP-EPS-TRU-6670,Truck Air Filter,Electrical/Airflow,638.14,149-1000,76,0,2690,98.19,86.86,1.531,,,,,,,0.1685,0.9884,0.1639,,,,,,,,,,,,,,,,,,,Dealer Service,7.5,0.8,0.8,Moderate,0.81,0.87,0.07,0.01,0.08,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
181,18-04-2025,Bangalore Plant,Bus Chassis 1624,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-TRU-7246,Truck Air Filter,Electrical/Airflow,412.28,149-1000,58,0,1913,96.39,86.48,1.444,,,,,,,0.3164,0.99365,0.2148,,,,,,,,,,,,,,,,,,,Bench Test,7.5,0.8,0.8,Moderate,0.76,0.87,0.07,-0.04,0.04,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
182,26-06-2025,Pune Plant,Tipper 3523,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-TRU-2774,Truck Air Filter,Electrical/Airflow,712.93,149-1000,214,1,2549,94.14,97.1,1.602,,,,,,,0.1022,0.99561,0.1134,,,,,,,,,,,,,,,,,,,Incoming QC,7.5,0.8,0.8,Moderate,0.9,0.91,0.11,0.1,0.09,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
183,23-03-2026,Bangalore Plant,Bus Chassis 1624,SUP-ALPHA,Alpha Mobility Components,SUP-ALPHA-TRU-8544,Truck Air Filter,Electrical/Airflow,267.18,149-1000,144,0,623,100,99.08,1.552,,,,,,,0.0315,1,0.0192,,,,,,,,,,,,,,,,,,,Incoming QC,7.5,0.8,0.8,Moderate,0.98,0.98,0.18,0.18,0.02,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
184,03-04-2025,Chennai Plant,Rigid Truck 2818,SUP-ZETA,Zeta Brake and Flow,SUP-ZETA-TRU-2998,Truck Air Filter,Electrical/Airflow,220.82,149-1000,205,0,1836,100,100,1.244,,,,,,,0.0293,1,0.0186,,,,,,,,,,,,,,,,,,,Warranty Record,7.5,0.8,0.8,Moderate,0.98,0.95,0.15,0.18,0.02,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
185,06-10-2025,Jamshedpur Plant,Cargo 1916,SUP-EPS,Epsilon Drives & Seals,SUP-EPS-TRU-4259,Truck Air Filter,Electrical/Airflow,820.43,149-1000,146,1,6590,97.3,76.49,1.106,,,,,,,0.242,0.96964,0.2085,,,,,,,,,,,,,,,,,,,Dealer Service,7.5,0.8,0.8,Moderate,0.63,0.7,-0.1,-0.17,0.16,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
186,10-02-2025,Pune Plant,Rigid Truck 2818,SUP-DELTA,Delta Fleet Components,SUP-DELTA-TRU-1006,Truck Air Filter,Electrical/Airflow,289.95,149-1000,102,0,0,99.61,97.93,1.768,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,Dealer Service,7.5,0.8,0.8,Moderate,1,1,0.2,0.2,0.03,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
187,06-06-2025,Chennai Plant,Rigid Truck 2818,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-TRU-2829,Truck Air Filter,Electrical/Airflow,497.59,149-1000,241,1,3521,98.14,94.92,1.263,,,,,,,0.3173,0.98192,0.1845,,,,,,,,,,,,,,,,,,,Warranty Record,7.5,0.8,0.8,Moderate,0.68,0.83,0.03,-0.12,0.06,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
188,01-05-2026,Chennai Plant,School Bus 1017,SUP-DELTA,Delta Fleet Components,SUP-DELTA-TRU-7218,Truck Air Filter,Electrical/Airflow,579.14,149-1000,70,0,2983,92.63,97.23,1.437,,,,,,,0.0591,0.99327,0.0298,,,,,,,,,,,,,,,,,,,Warranty Record,7.5,0.8,0.8,Moderate,0.92,0.9,0.1,0.12,0.07,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
189,19-09-2025,Pune Plant,Bus Chassis 1624,SUP-ZETA,Zeta Brake and Flow,SUP-ZETA-TRU-1785,Truck Air Filter,Electrical/Airflow,905.03,149-1000,164,0,2899,81.31,82.4,1.279,,,,,,,0.3592,0.98204,0.3434,,,,,,,,,,,,,,,,,,,Incoming QC,7.5,0.8,0.8,Moderate,0.64,0.78,-0.02,-0.16,0.12,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
190,11-05-2026,Chennai Plant,Bus Chassis 1624,SUP-EPS,Epsilon Drives & Seals,SUP-EPS-TRU-1946,Truck Air Filter,Electrical/Airflow,359.12,149-1000,107,0,3424,89.06,85.02,1.101,,,,,,,0.2601,0.97904,0.3342,,,,,,,,,,,,,,,,,,,Dealer Service,7.5,0.8,0.8,Moderate,0.67,0.78,-0.02,-0.13,0.05,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
191,07-12-2025,Pune Plant,School Bus 1017,SUP-ALPHA,Alpha Mobility Components,SUP-ALPHA-TRU-7626,Truck Air Filter,Electrical/Airflow,267.46,149-1000,60,0,3140,95.16,94.72,1.551,,,,,,,0.0938,0.97875,0.1571,,,,,,,,,,,,,,,,,,,Warranty Record,7.5,0.8,0.8,Moderate,0.78,0.86,0.06,-0.02,0.02,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
192,09-04-2025,Jamshedpur Plant,Tipper 3523,SUP-DELTA,Delta Fleet Components,SUP-DELTA-TRU-3567,Truck Air Filter,Electrical/Airflow,770.93,149-1000,291,0,377,92.34,88.92,1.5,,,,,,,0.0366,1,0.0491,,,,,,,,,,,,,,,,,,,Warranty Record,7.5,0.8,0.8,Moderate,0.97,0.95,0.15,0.17,0.09,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
193,05-03-2025,Bangalore Plant,School Bus 1017,SUP-EPS,Epsilon Drives & Seals,SUP-EPS-TRU-7538,Truck Air Filter,Electrical/Airflow,260.19,149-1000,130,1,5478,90.46,85.51,1.384,,,,,,,0.3176,0.97897,0.0836,,,,,,,,,,,,,,,,,,,Warranty Record,7.5,0.8,0.8,Moderate,0.68,0.77,-0.03,-0.12,0.04,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
194,12-01-2025,Chennai Plant,Bus Chassis 1624,SUP-EPS,Epsilon Drives & Seals,SUP-EPS-TRU-8166,Truck Air Filter,Electrical/Airflow,883.88,149-1000,109,1,6155,91.47,80.32,1.345,,,,,,,0.1776,0.98653,0.164,,,,,,,,,,,,,,,,,,,Incoming QC,7.5,0.8,0.8,Moderate,0.79,0.77,-0.03,-0.01,0.13,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
195,11-02-2026,Bangalore Plant,Rigid Truck 2818,SUP-ZETA,Zeta Brake and Flow,SUP-ZETA-TRU-5699,Truck Air Filter,Electrical/Airflow,537.04,149-1000,242,0,1148,98.89,100,1.664,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,Bench Test,7.5,0.8,0.8,Moderate,1,0.97,0.17,0.2,0.06,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
196,17-02-2025,Pune Plant,School Bus 1017,SUP-BETA,Beta Truck Systems,SUP-BETA-TRU-8661,Truck Air Filter,Electrical/Airflow,175.2,149-1000,155,0,1720,91.52,89.86,1.36,,,,,,,0.0678,0.98818,0.0942,,,,,,,,,,,,,,,,,,,Bench Test,7.5,0.8,0.8,Moderate,0.87,0.9,0.1,0.07,0.01,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
197,04-10-2025,Chennai Plant,Cargo 1916,SUP-ALPHA,Alpha Mobility Components,SUP-ALPHA-TRU-2088,Truck Air Filter,Electrical/Airflow,399.72,149-1000,243,0,552,96.87,100,1.714,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,Bench Test,7.5,0.8,0.8,Moderate,1,0.98,0.18,0.2,0.04,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
198,04-02-2025,Bangalore Plant,Rigid Truck 2818,SUP-DELTA,Delta Fleet Components,SUP-DELTA-TRU-3014,Truck Air Filter,Electrical/Airflow,733.98,149-1000,233,0,1877,95.34,89.09,1.371,,,,,,,0.0562,0.99875,0.0584,,,,,,,,,,,,,,,,,,,Warranty Record,7.5,0.8,0.8,Moderate,0.95,0.92,0.12,0.15,0.09,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
199,22-06-2025,Bangalore Plant,Cargo 1916,SUP-BETA,Beta Truck Systems,SUP-BETA-TRU-8913,Truck Air Filter,Electrical/Airflow,575.03,149-1000,84,0,1990,95.67,96.48,1.401,,,,,,,0.0932,0.98972,0.0912,,,,,,,,,,,,,,,,,,,Dealer Service,7.5,0.8,0.8,Moderate,0.87,0.91,0.11,0.07,0.07,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
200,03-07-2025,Bangalore Plant,School Bus 1017,SUP-ALPHA,Alpha Mobility Components,SUP-ALPHA-TRU-6686,Truck Air Filter,Electrical/Airflow,278.63,149-1000,150,0,0,100,94.96,1.349,,,,,,,0.0741,0.99169,0.0294,,,,,,,,,,,,,,,,,,,Bench Test,7.5,0.8,0.8,Moderate,0.9,0.97,0.17,0.1,0.03,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
201,21-08-2025,Jamshedpur Plant,Rigid Truck 2818,SUP-ZETA,Zeta Brake and Flow,SUP-ZETA-TRU-1182,Truck Air Filter,Electrical/Airflow,253.61,149-1000,197,1,4209,91.2,87.1,1.472,,,,,,,0.2556,0.97394,0.1773,,,,,,,,,,,,,,,,,,,Bench Test,7.5,0.8,0.8,Moderate,0.66,0.79,-0.01,-0.14,0.03,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
202,21-02-2025,Pune Plant,Tipper 3523,SUP-EPS,Epsilon Drives & Seals,SUP-EPS-TRU-7846,Truck Air Filter,Electrical/Airflow,833.17,149-1000,187,1,2686,91.97,100,1.621,,,,,,,0.0434,0.99836,0.0837,,,,,,,,,,,,,,,,,,,Bench Test,7.5,0.8,0.8,Moderate,0.95,0.92,0.12,0.15,0.1,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
203,19-02-2026,Chennai Plant,Bus Chassis 1624,SUP-BETA,Beta Truck Systems,SUP-BETA-TRU-8161,Truck Air Filter,Electrical/Airflow,149.11,149-1000,287,1,4983,90.89,90.53,1.294,,,,,,,0.2331,0.99375,0.1781,,,,,,,,,,,,,,,,,,,Incoming QC,7.5,0.8,0.8,Moderate,0.81,0.81,0.01,0.01,0.01,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
204,29-03-2025,Jamshedpur Plant,Rigid Truck 2818,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-TRU-3224,Truck Air Filter,Electrical/Airflow,921.03,149-1000,196,0,2068,97.14,87.62,1.504,,,,,,,0.093,0.99878,0.1291,,,,,,,,,,,,,,,,,,,Dealer Service,7.5,0.8,0.8,Moderate,0.92,0.91,0.11,0.12,0.12,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
205,16-04-2026,Jamshedpur Plant,Tipper 3523,SUP-DELTA,Delta Fleet Components,SUP-DELTA-TRU-4796,Truck Air Filter,Electrical/Airflow,267.39,149-1000,257,1,3229,97.82,91.27,1.467,,,,,,,0.1995,0.99367,0.1526,,,,,,,,,,,,,,,,,,,Dealer Service,7.5,0.8,0.8,Moderate,0.83,0.87,0.07,0.03,0.02,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
206,04-04-2025,Jamshedpur Plant,Rigid Truck 2818,SUP-EPS,Epsilon Drives & Seals,SUP-EPS-TRU-6423,Truck Air Filter,Electrical/Airflow,455.4,149-1000,240,1,3490,94.24,87.45,1.331,,,,,,,0.168,0.98728,0.2167,,,,,,,,,,,,,,,,,,,Warranty Record,7.5,0.8,0.8,Moderate,0.79,0.84,0.04,-0.01,0.05,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
207,13-09-2025,Jamshedpur Plant,Tipper 3523,SUP-EPS,Epsilon Drives & Seals,SUP-EPS-TRU-5424,Truck Air Filter,Electrical/Airflow,848.68,149-1000,266,1,4481,87.97,83.93,1.242,,,,,,,0.364,0.98973,0.2649,,,,,,,,,,,,,,,,,,,Incoming QC,7.5,0.8,0.8,Moderate,0.7,0.77,-0.03,-0.1,0.12,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
208,09-12-2025,Chennai Plant,Rigid Truck 2818,SUP-EPS,Epsilon Drives & Seals,SUP-EPS-TRU-6184,Truck Air Filter,Electrical/Airflow,547.4,149-1000,212,1,2668,95.38,90.79,1.485,,,,,,,0.1606,0.98971,0.0603,,,,,,,,,,,,,,,,,,,Dealer Service,7.5,0.8,0.8,Moderate,0.84,0.88,0.08,0.04,0.06,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
209,28-04-2025,Bangalore Plant,School Bus 1017,SUP-BETA,Beta Truck Systems,SUP-BETA-TRU-8011,Truck Air Filter,Electrical/Airflow,165.45,149-1000,93,0,2737,85.17,90.94,1.221,,,,,,,0.2479,0.98098,0.0424,,,,,,,,,,,,,,,,,,,Incoming QC,7.5,0.8,0.8,Moderate,0.74,0.82,0.02,-0.06,0.01,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
210,25-09-2025,Jamshedpur Plant,School Bus 1017,SUP-ALPHA,Alpha Mobility Components,SUP-ALPHA-TRU-3745,Truck Air Filter,Electrical/Airflow,536.14,149-1000,221,1,3905,99.42,86.07,1.605,,,,,,,0.1956,0.9864,0.1197,,,,,,,,,,,,,,,,,,,Bench Test,7.5,0.8,0.8,Moderate,0.79,0.84,0.04,-0.01,0.06,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
211,21-08-2025,Bangalore Plant,Bus Chassis 1624,SUP-ZETA,Zeta Brake and Flow,SUP-ZETA-TRU-3566,Truck Air Filter,Electrical/Airflow,777.91,149-1000,201,0,1920,92.97,83.11,1.272,,,,,,,0.1361,0.98086,0.0983,,,,,,,,,,,,,,,,,,,Warranty Record,7.5,0.8,0.8,Moderate,0.78,0.86,0.06,-0.02,0.1,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
212,21-04-2025,Jamshedpur Plant,Rigid Truck 2818,SUP-EPS,Epsilon Drives & Seals,SUP-EPS-TRU-9835,Truck Air Filter,Electrical/Airflow,487.7,149-1000,199,1,3223,94.28,90.92,1.362,,,,,,,0.2582,0.99576,0.1799,,,,,,,,,,,,,,,,,,,Warranty Record,7.5,0.8,0.8,Moderate,0.81,0.86,0.06,0.01,0.05,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
213,24-07-2025,Jamshedpur Plant,Tipper 3523,SUP-DELTA,Delta Fleet Components,SUP-DELTA-TRU-7683,Truck Air Filter,Electrical/Airflow,352.52,149-1000,118,0,2502,97.24,91.54,1.502,,,,,,,0.1296,0.9929,0.044,,,,,,,,,,,,,,,,,,,Dealer Service,7.5,0.8,0.8,Moderate,0.88,0.9,0.1,0.08,0.04,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
214,17-03-2026,Pune Plant,Tipper 3523,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-TRU-2994,Truck Air Filter,Electrical/Airflow,288.46,149-1000,65,0,3695,93.62,98.66,1.578,,,,,,,0.0868,0.99221,0.0667,,,,,,,,,,,,,,,,,,,Incoming QC,7.5,0.8,0.8,Moderate,0.89,0.88,0.08,0.09,0.03,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
215,07-07-2025,Bangalore Plant,Cargo 1916,SUP-DELTA,Delta Fleet Components,SUP-DELTA-TRU-2946,Truck Air Filter,Electrical/Airflow,964.2,149-1000,96,0,2760,97.07,96.38,1.323,,,,,,,0.1619,0.98989,0.0762,,,,,,,,,,,,,,,,,,,Warranty Record,7.5,0.8,0.8,Moderate,0.84,0.89,0.09,0.04,0.12,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
216,22-03-2026,Jamshedpur Plant,Rigid Truck 2818,SUP-EPS,Epsilon Drives & Seals,SUP-EPS-TRU-1492,Truck Air Filter,Electrical/Airflow,884.23,149-1000,249,1,2795,88.1,92.57,1.703,,,,,,,0.0826,0.97993,0.1679,,,,,,,,,,,,,,,,,,,Incoming QC,7.5,0.8,0.8,Moderate,0.79,0.85,0.05,-0.01,0.11,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
217,11-03-2025,Bangalore Plant,Rigid Truck 2818,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-BRA-1619,Brake Chamber,Brake,1185.56,500-1655,208,1,4101,93.17,90.67,1.323,,,,,,,,,,7.314,0.2826,0.2835,,,,,,,,,,,,,,,,Dealer Service,10,1,1,Maximum,0.71,0.81,-0.19,-0.29,0.29,Below Target,Medium Action,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
218,17-04-2025,Jamshedpur Plant,Cargo 1916,SUP-DELTA,Delta Fleet Components,SUP-DELTA-BRA-8594,Brake Chamber,Brake,768.01,500-1655,284,1,5120,90.37,82.76,1.468,,,,,,,,,,7.507,0.0576,0.2189,,,,,,,,,,,,,,,,Incoming QC,10,1,1,Maximum,0.81,0.8,-0.2,-0.19,0.24,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
